name,rating,average_price,average _delivery_time,location,cuisine,phone,features
Delhi Darbar,4.1,200,23,Goa,"North Indian, Biryani",+91 872-454-9325,"AC, WiFi, Outdoor Seating, Parking"
Delhi Darbar,4.1,200,29,Nashik,North Indian,+91 948-308-7364,"Home Delivery, AC, Live Music"
Delhi Darbar Chandni Chowk Chaat Tikki Wale,4.2,100,36,Chandigarh,"North Indian, Street Food",+91 722-180-5486,"WiFi, Takeaway Available, AC, Live Music"
Delhi Darbar Dhaba,3.7,150,28,Delhi NCR,"North Indian, Fast Food",+91 956-493-8752,"Parking, AC"
Delhi Darbar Food Delivery 24X7,3.9,100,24,Patna,North Indian,+91 903-481-5895,"Outdoor Seating, Parking, AC, WiFi"
Delhi Darbar Restaurant,3.3,100,31,Jamnagar,"North Indian, Biryani",+91 743-160-1995,"Live Music, Parking, Home Delivery"
Delhi Darbar Restaurant,3.8,250,16,Agra,"North Indian, Fast Food, Biryani",+91 920-113-3846,"WiFi, Parking"
Delhi Darbar Restaurant,4,100,22,Meerut,North Indian,+91 997-745-2958,"Outdoor Seating, WiFi, AC"
Delhi Dastarkhwan Restaurant,3.7,100,36,Surat,North Indian,+91 949-286-5424,"Outdoor Seating, Takeaway Available, Parking"
Delhi Dhaba,3.4,200,25,Gorakhpur,North Indian,+91 745-923-9942,"Takeaway Available, Parking, Outdoor Seating, AC"
Delhi Dosa Plaza,3.4,100,45,Rishikesh,"South Indian, Fast Food",+91 838-133-9063,"AC, WiFi, Parking, Live Music"
Delhi Food Junction,4.1,150,25,Ludhiana,"South Indian, Fast Food",+91 781-360-4397,"AC, Parking, Outdoor Seating, Live Music"
Delhi Grill,4.3,50,35,Nagpur,"North Indian, Biryani",+91 943-775-6151,"Takeaway Available, Home Delivery, AC"
Delhi Hammad Moradabadi & Hyderabadi Chicken Biryani,4.1,200,30,Guwahati,"North Indian, Biryani",+91 783-739-3856,"Outdoor Seating, Parking, AC, Home Delivery"
Delhi Handi House,3.8,200,30,Jalandhar,North Indian,+91 993-740-2380,"Home Delivery, Takeaway Available, AC, Parking"
Delhi Hotel,3.9,100,30,Asansol,"North Indian, Fast Food",+91 769-277-8631,"Parking, Outdoor Seating, Takeaway Available, Live Music"
Delhi Hut,4.1,300,42,Guwahati,"North Indian, Biryani",+91 887-732-6474,"Live Music, WiFi, AC, Takeaway Available"
Delhi Ka Khana Khazana,3.3,150,29,Guwahati,"North Indian, Biryani",+91 923-463-4688,"AC, Live Music, WiFi, Home Delivery"
Delhi Ke Chole Bhature,4,250,26,Kota,Biryani,+91 982-679-6259,"AC, Parking"
Delhi Ke Mashoor Nagpal’s Chole Bhature,4.1,300,25,Jalandhar,North Indian,+91 847-481-6197,"Home Delivery, Live Music, Takeaway Available"
Delhi Ke Mashoor Nagpal's Chole Bhature,4.1,100,19,Jalandhar,North Indian,+91 798-124-8705,"Live Music, AC, WiFi"
Delhi Kitchen,3.3,150,41,Indore,"North Indian, Fast Food",+91 838-355-2878,"Live Music, WiFi, Home Delivery, Outdoor Seating"
Delhi Kitchen Express,3.4,100,26,Vadodara,South Indian,+91 853-332-7007,"Outdoor Seating, AC"
Delhi Kitchen Veg & Non Veg,3.8,250,27,Raipur,"North Indian, Biryani",+91 837-411-2416,"Home Delivery, AC, Parking"
Delhi Live Kitchen,4.1,150,36,Udaipur,"North Indian, Fast Food",+91 953-350-2468,"AC, WiFi, Takeaway Available, Home Delivery"
Delhi Malai Chaap,4.1,150,36,Chennai,North Indian,+91 757-959-4403,"Takeaway Available, WiFi, Home Delivery"
Delhi Masala,3.6,150,33,Siliguri,"North Indian, Street Food",+91 759-545-2564,"AC, WiFi, Live Music"
Delhi Mess,3.5,200,27,Belgaum,North Indian,+91 929-661-9791,"Outdoor Seating, Home Delivery, Parking, AC"
Delhi Mess,4.1,100,32,Belgaum,North Indian,+91 724-583-5948,"Parking, AC"
Delhi Mess,4.3,100,48,Bangalore,North Indian,+91 723-948-2830,"Outdoor Seating, WiFi, Takeaway Available"
Delhi Mithai Wala,4.4,250,43,Hyderabad,Street Food,+91 864-770-1830,"Outdoor Seating, Takeaway Available, Parking"
Delhi Mithaiwala,4.1,300,53,Hyderabad,Street Food,+91 787-139-5406,"Parking, WiFi"
Delhi Mughlai,3.5,150,15,Guwahati,Biryani,+91 724-262-7526,"Outdoor Seating, AC"
Delhi Mughlai Corner,4,200,40,Moradabad,North Indian,+91 745-944-3067,"WiFi, AC, Takeaway Available"
Delhi Punjabi Dhaba,3.5,150,46,Trivandrum,North Indian,+91 963-766-2566,"Home Delivery, Outdoor Seating"
Delhi Restaurant & Chaat,4,300,51,Bangalore,North Indian,+91 926-250-8191,"AC, Outdoor Seating, Takeaway Available, Parking"
Delhi Shahi Biryani Cafe,4.1,150,46,Guwahati,"North Indian, Biryani",+91 939-197-8334,"WiFi, Live Music"
Delhi Special Chhole Bhature,4,300,25,Jamnagar,Street Food,+91 972-659-2266,"Takeaway Available, Live Music, WiFi, AC"
Delhi Special Paranthe Wali Gali,3.7,150,22,Chandigarh,North Indian,+91 713-292-2278,"WiFi, Takeaway Available, Home Delivery"
Delhi Spice Roll Hut,4.3,300,29,Kota,"North Indian, Biryani",+91 997-286-4310,"WiFi, AC, Parking"
Delhi Streets,4.2,100,21,Kolhapur,"North Indian, Fast Food",+91 873-140-5067,"Takeaway Available, Home Delivery, Parking"
Delhi Tandoori Chaap,4,250,34,Chennai,North Indian,+91 766-986-1997,"Outdoor Seating, Parking"
Delhi Veg Champ,3.5,200,32,Amritsar,"North Indian, Fast Food",+91 865-812-6732,"Parking, WiFi, Takeaway Available, Outdoor Seating"
Delhi Wala Zaika,4.3,150,24,Jodhpur,North Indian,+91 837-437-9958,"Live Music, Outdoor Seating"
Delhi Wraps N Momos,4,100,34,Indore,North Indian,+91 795-439-4074,"WiFi, Takeaway Available, Parking"
Delhi Zaika,2.9,150,60,Motihari,"North Indian, Fast Food",+91 999-703-6226,"Takeaway Available, Parking"
Delhi Zaika,3.2,150,34,Pune,"North Indian, Biryani",+91 721-319-9195,"Outdoor Seating, Live Music, AC, Parking"
Delhi Zaika,3.6,100,47,Mumbai,"North Indian, Biryani",+91 877-313-8942,"Live Music, AC"
Delhi Zaika,3.7,150,36,Mumbai,"North Indian, Biryani",+91 751-685-2837,"Outdoor Seating, AC, Live Music"
Delhi Zaika Kathi Rolls,4.2,100,23,Kota,North Indian,+91 889-511-5581,"Outdoor Seating, Takeaway Available"
Delhi Zayka Restaurant,3.6,50,41,Jodhpur,"North Indian, Fast Food",+91 966-786-1207,"Takeaway Available, WiFi, Home Delivery"
Delhi's Chole Kulche,4,200,30,Udaipur,"North Indian, Fast Food, Street Food",+91 969-152-7652,"Live Music, AC"
Delhiwala Sweet House,4.1,150,45,Hyderabad,Multicuisine,+91 781-629-4572,"Home Delivery, Outdoor Seating, Takeaway Available"
Deli Bakes And Grill,4,250,40,Palakkad,"South Indian, Fast Food, Street Food",+91 918-714-3644,"Home Delivery, AC, WiFi, Parking"
Deli Bread,4.1,100,41,Kolkata,"North Indian, Biryani",+91 874-801-9872,"Live Music, Takeaway Available, Home Delivery, Parking"
Deli Cafe - Empires Hotel,4.3,250,34,Bhubaneswar,Bakery,+91 701-503-4947,"AC, Live Music"
Deli FC,4,150,31,Madurai,Fast Food,+91 805-212-2159,"Live Music, Parking, WiFi, Home Delivery"
Delicacy,4.1,200,39,Bangalore,Multicuisine,+91 797-866-2799,"Parking, AC, Outdoor Seating, Live Music"
Deliciae By Bunty Mahajan,4.5,100,35,Mumbai,Bakery,+91 795-675-1245,"WiFi, Parking, AC, Outdoor Seating"
Delicious,3.7,150,36,Nellore,Bakery,+91 745-882-9903,"Takeaway Available, WiFi, AC, Parking"
Delicious 29 Pizza,4.2,200,52,Lucknow,Fast Food,+91 727-636-9835,"Parking, AC, Home Delivery"
Delicious Bakery,3.5,50,17,Meerut,Bakery,+91 943-788-8113,"Parking, Takeaway Available, WiFi, Home Delivery"
Delicious Bites,3.4,300,24,Kota,Fast Food,+91 885-687-5693,"Parking, WiFi"
Delicious Cake Corner,3.6,300,30,Jaipur,Bakery,+91 896-483-7281,"Outdoor Seating, Home Delivery"
Delicious China Hut,3.6,50,28,Vadodara,Biryani,+91 701-836-4292,"Live Music, Takeaway Available, Home Delivery"
Delicious Chocolates,4,100,37,Jhansi,Multicuisine,+91 976-290-5746,"Takeaway Available, Home Delivery, Parking"
Delicious Deli - The Gourmet Home Kitchen,4,150,67,NCR,"North Indian, Fast Food",+91 755-934-1246,"Home Delivery, Live Music, Takeaway Available"
Delicious Fast Food,3.8,100,30,Kota,"North Indian, Fast Food, Street Food",+91 923-689-1842,"WiFi, AC, Home Delivery"
Delicious Food Planet,3.6,350,46,Vadodara,North Indian,+91 971-541-9720,"Live Music, AC, Parking, Home Delivery"
Delicious Frankie And Vadapav,3.6,100,31,Vadodara,"South Indian, Street Food",+91 763-924-6361,"Live Music, Outdoor Seating"
Delicious Pav Bhaji,4.1,100,32,Durgapur,Street Food,+91 862-670-3718,"Live Music, Home Delivery, WiFi, Parking"
Delicious Pizza,4,200,36,Patna,Multicuisine,+91 848-726-4260,"Home Delivery, Outdoor Seating, Takeaway Available"
Delicious Pizza,4.1,150,53,Dehradun,Fast Food,+91 792-268-2072,"AC, Takeaway Available"
Delicious Pizza,4.2,150,29,Trichy,Fast Food,+91 786-124-3882,"Home Delivery, Outdoor Seating"
Delicious Pizza & Multi Cuisine Restaurant,4.1,150,34,Bikaner,"North Indian, Fast Food",+91 794-172-7255,"Takeaway Available, Outdoor Seating, AC"
Delicious Punjabees Food,3.2,150,31,Jabalpur,"North Indian, Fast Food",+91 908-612-3846,"Takeaway Available, Parking, AC, Live Music"
Delicious Restaurant,3.6,200,48,Raipur,"South Indian, North Indian, Fast Food, Street Food",+91 739-567-5531,"Outdoor Seating, Parking, Home Delivery"
Delicious Restaurant,3.7,150,27,Sangli,"North Indian, Biryani",+91 780-983-2746,"WiFi, Outdoor Seating"
Delicious Restaurant,4.1,100,40,Kharagpur,North Indian,+91 775-296-4006,"WiFi, Parking, AC, Takeaway Available"
Delight,4,150,32,Ahmedabad,"South Indian, Fast Food, Street Food",+91 816-368-1416,"AC, Outdoor Seating, Takeaway Available"
Delight Bakers,3.7,150,14,Dehradun,Bakery,+91 953-604-5387,"AC, Parking"
Delight Cake Baker’s,3.9,300,37,Aligarh,Bakery,+91 999-118-8942,"AC, Live Music, WiFi, Home Delivery"
Delight Cake Treat,4.4,400,52,Chennai,Bakery,+91 883-564-5371,"WiFi, Live Music, AC"
Delight Delicious,4.3,100,55,Hyderabad,"Fast Food, Street Food, Bakery",+91 769-226-6472,"Outdoor Seating, Live Music, WiFi"
Delight Kitchen,4.1,150,36,Lucknow,North Indian,+91 946-266-2985,"WiFi, Home Delivery"
Delight Pastry Shop,4.3,150,39,Allahabad,"Fast Food, Biryani, Bakery",+91 957-935-7538,"Outdoor Seating, Home Delivery, Takeaway Available"
Delight Pizza,2.9,100,53,NCR,North Indian,+91 815-396-4987,"Takeaway Available, AC, Home Delivery"
Delight Pizza,4,200,25,Bareilly,Multicuisine,+91 816-224-6788,"Live Music, AC, Outdoor Seating"
Delight Scoops,3.1,100,41,NCR,Multicuisine,+91 744-363-6469,"Home Delivery, Parking"
Delights by INOX,2.6,150,24,Rajkot,"Fast Food, Street Food",+91 742-789-1015,"Home Delivery, Outdoor Seating"
Delights by INOX,2.6,200,35,Jalandhar,"Fast Food, Street Food",+91 743-459-4105,"Home Delivery, Takeaway Available, WiFi"
Delights by INOX,2.8,350,26,Goa,"Fast Food, Street Food",+91 894-627-5150,"Outdoor Seating, AC, Takeaway Available"
Delights by INOX,3.1,150,54,Coimbatore,"Fast Food, Street Food",+91 996-539-1237,"Parking, Takeaway Available"
Delights by INOX,3.3,200,28,Mysore,"Fast Food, Street Food",+91 969-495-3327,"Outdoor Seating, AC, Live Music, Takeaway Available"
Delights by INOX,3.3,200,38,Meerut,Fast Food,+91 834-625-9456,"Home Delivery, Outdoor Seating"
Delights by INOX,3.4,150,37,Udaipur,"Fast Food, Street Food",+91 998-512-8451,"Home Delivery, Outdoor Seating"
Delights by INOX,3.4,200,39,NCR,"Fast Food, Street Food",+91 762-931-2932,"Parking, WiFi, AC, Home Delivery"
Delights by INOX,3.5,100,26,Jamnagar,"Fast Food, Street Food",+91 753-118-9699,"WiFi, AC"
Delights by INOX,3.5,200,32,Cuttack,"Fast Food, Street Food",+91 844-470-2661,"WiFi, Home Delivery, AC"
Delights by INOX,3.8,150,25,Visakhapatnam,"Fast Food, Street Food",+91 735-557-5796,"Home Delivery, Takeaway Available, WiFi, Parking"
Delights by INOX,3.8,200,41,Dhanbad,Fast Food,+91 739-661-8578,"Takeaway Available, Parking"
Delights by INOX,3.9,200,19,Vijayawada,"Fast Food, Street Food",+91 860-342-9819,"Takeaway Available, WiFi"
Delights by INOX,3.9,200,31,Vadodara,Fast Food,+91 825-505-5276,"Takeaway Available, AC"
Delights by INOX,3.9,350,48,Guwahati,"Fast Food, Street Food",+91 860-718-6854,"Outdoor Seating, WiFi"
Delights by INOX,4,100,32,Gorakhpur,"Fast Food, Street Food",+91 736-222-4809,"AC, Parking"
Delights by INOX,4,200,26,Kota,Fast Food,+91 742-139-4040,"Home Delivery, Takeaway Available, Outdoor Seating"
Delights by INOX,4,200,35,Surat,"Fast Food, Street Food",+91 971-541-9915,"Outdoor Seating, AC, Parking, WiFi"
Delights by INOX,4,250,33,Thrissur,"Fast Food, Street Food",+91 719-849-6532,"AC, Takeaway Available, Live Music"
Delights by INOX,4.3,100,37,Madurai,"Fast Food, Street Food",+91 945-235-1997,"WiFi, Outdoor Seating, Home Delivery"
Delights by INOX,4.3,200,31,Kolkata,"Fast Food, Street Food",+91 840-936-3316,"Parking, AC, Takeaway Available"
Delights by INOX,4.5,200,25,Salem,Fast Food,+91 840-542-2589,"Outdoor Seating, Home Delivery, Takeaway Available, WiFi"
Delights Cool Point,4.3,250,30,Rajkot,Multicuisine,+91 862-240-7285,"Parking, WiFi, Live Music, Takeaway Available"
Delish By Home's Kitchen,4.2,200,42,Hyderabad,"South Indian, North Indian",+91 890-783-9193,"Home Delivery, Parking, Takeaway Available, Outdoor Seating"
Delisha Biryani House,3.6,150,24,Kolkata,"North Indian, Biryani",+91 798-978-1478,"Home Delivery, Takeaway Available, Live Music, WiFi"
Delisia- A Unit Of Hotel Myriad,4.1,100,36,Lucknow,North Indian,+91 986-489-1690,"Outdoor Seating, Home Delivery"
Deliure & The Eatrium,4.2,100,31,Mumbai,"Fast Food, Street Food, Bakery",+91 781-833-2190,"Takeaway Available, Parking, Home Delivery, Outdoor Seating"
Deliver My Diet,4.3,100,34,Jalandhar,North Indian,+91 727-224-1350,"Parking, Takeaway Available, Home Delivery, WiFi"
Deliver My Ice-Cream,4.5,350,14,Jalandhar,Multicuisine,+91 868-376-1277,"Live Music, WiFi, Parking, Takeaway Available"
Della Citta Pizza,3.9,200,44,Ludhiana,"North Indian, Fast Food, Street Food",+91 886-877-7309,"AC, Live Music, Parking, Outdoor Seating"
Delli Belly,4,250,29,Nashik,"North Indian, Street Food",+91 784-577-4726,"AC, Live Music, Outdoor Seating"
Delly Belly,4,150,37,Ranchi,"South Indian, North Indian, Fast Food, Biryani",+91 736-397-7854,"Takeaway Available, Parking, AC"
Delly Belly,4.1,200,27,Cuttack,North Indian,+91 925-802-8280,"Live Music, Takeaway Available, WiFi"
Delta Suites,4.1,300,25,Durgapur,"North Indian, Biryani",+91 914-849-2058,"Outdoor Seating, Parking"
Delux Bakery,3.8,100,16,Ajmer,"Fast Food, Bakery",+91 891-658-7874,"Takeaway Available, Outdoor Seating, WiFi, Live Music"
Delux Ice Cream,4.4,200,14,Rajkot,Multicuisine,+91 706-874-6323,"Live Music, Outdoor Seating, Takeaway Available"
Deluxe Bakery,3.4,100,31,Kolhapur,"Fast Food, Bakery",+91 773-926-6200,"AC, Outdoor Seating"
Deluxe Dhaba,4.1,150,33,Chandigarh,"North Indian, Fast Food",+91 918-692-7908,"Home Delivery, AC, Parking, Live Music"
Deluxe Dosa House,3.7,100,29,Nashik,South Indian,+91 974-930-2693,"Home Delivery, Live Music"
Deluxe Pizza,3.9,150,34,Gorakhpur,Fast Food,+91 864-488-8245,"AC, Outdoor Seating"
Deluxe Restaurant,4,150,41,Mumbai,North Indian,+91 969-810-3895,"Takeaway Available, AC"
Deluxe Unique Bakers,3.5,100,21,Chandigarh,"Fast Food, Bakery",+91 787-724-7161,"AC, Home Delivery, Live Music, WiFi"
Den,3.8,100,28,Raipur,Fast Food,+91 713-278-1790,"Live Music, WiFi, AC"
Den Snooker by Kaffe Inn,3.6,150,46,Indore,"Fast Food, Street Food",+91 794-408-8710,"Outdoor Seating, Takeaway Available, Parking"
Denmarrk Drive-Inn Restaurant,4.2,150,30,Coimbatore,"North Indian, Biryani",+91 997-339-3029,"Parking, Outdoor Seating"
Den's Pizza,3.5,350,42,Surat,Fast Food,+91 932-597-7950,"WiFi, Parking, Outdoor Seating"
Denzong Delight,3.9,150,44,Kolkata,Multicuisine,+91 787-856-5840,"Takeaway Available, AC, WiFi"
Denzong Kitchen,3.8,200,62,Kolkata,Multicuisine,+91 749-166-4942,"Takeaway Available, WiFi, Outdoor Seating"
Desert Lotus Restaurant,3.1,100,60,Dhanbad,"South Indian, North Indian, Fast Food",+91 790-354-4326,"AC, Home Delivery, Takeaway Available, Parking"
Desh Pardes - By Shahi Darbar,3.6,100,43,Guwahati,"South Indian, North Indian",+91 851-785-9697,"WiFi, Live Music, Home Delivery"
Deshi & English Pizza Theka,3.4,200,48,Kanpur,Multicuisine,+91 989-214-7108,"Parking, Outdoor Seating, Home Delivery"
Deshi Tadka Ghar Ka Swad,4,100,41,Jamshedpur,North Indian,+91 751-448-1450,"WiFi, Parking, Takeaway Available"
Deshi Videshi - Unit Of Marga Rita Cafe,4.3,100,25,Durgapur,"Fast Food, Street Food",+91 762-740-5435,"Outdoor Seating, Live Music, WiFi"
Deshmukh Paratha House,4.1,150,24,Amravati,"North Indian, Fast Food",+91 724-376-5174,"AC, WiFi, Takeaway Available, Outdoor Seating"
Desi Aa Italiano,3.6,100,31,Nashik,Fast Food,+91 937-980-6250,"WiFi, Takeaway Available, Live Music, Parking"
Desi Addicts,4.1,250,29,Gaya,"North Indian, Fast Food, Biryani",+91 756-855-1497,"Takeaway Available, Parking"
Desi And Tasty,4.4,100,47,Kolkata,North Indian,+91 813-253-5073,"Live Music, Outdoor Seating, AC, Takeaway Available"
Desi Baniye,3.5,350,39,Aligarh,"South Indian, Fast Food",+91 701-641-5468,"AC, Home Delivery, Live Music, Outdoor Seating"
Desi Bite,3.9,100,54,Cuttack,Fast Food,+91 710-387-5229,"AC, Takeaway Available, Outdoor Seating"
Desi Bites,3.7,150,50,Trivandrum,"South Indian, North Indian, Street Food",+91 820-757-3049,"AC, Home Delivery, Takeaway Available"
Desi Bites,4,100,40,Jabalpur,"South Indian, Fast Food, Street Food",+91 713-174-9087,"Outdoor Seating, AC, Takeaway Available, Live Music"
Desi Bites,4,250,38,Meerut,"South Indian, North Indian, Fast Food",+91 802-383-9831,"Home Delivery, Outdoor Seating, Parking, Takeaway Available"
Desi Box,3.9,150,45,Chandigarh,Fast Food,+91 996-140-5064,"Live Music, WiFi, Home Delivery"
Desi Box,4,250,38,Patiala,North Indian,+91 981-198-5352,"Parking, AC, Takeaway Available"
Desi Cafe,3.6,200,28,Siliguri,Fast Food,+91 969-253-6390,"Parking, Home Delivery, Takeaway Available"
Desi Chatkara,4.3,100,44,Meerut,"South Indian, North Indian, Street Food",+91 760-807-9421,"Takeaway Available, Parking"
Desi Chatore,4,150,36,Allahabad,"North Indian, Fast Food, Street Food",+91 983-504-8483,"AC, Parking"
Desi Chinese,2.9,50,26,Chandigarh,Multicuisine,+91 922-104-4762,"WiFi, Parking, AC"
Desi Chinese Pure Veg,4.3,100,19,Nashik,Multicuisine,+91 855-322-3832,"Outdoor Seating, Home Delivery, Takeaway Available"
Desi Chulha,3.3,300,33,Gorakhpur,North Indian,+91 963-575-9517,"WiFi, Home Delivery, AC, Live Music"
Desi Chulha,3.6,300,42,Indore,North Indian,+91 812-544-4212,"Home Delivery, Parking"
Desi Chulha Rabri Wala,3.8,200,31,Ajmer,North Indian,+91 881-968-6828,"Live Music, Parking, Outdoor Seating"
Desi Chulhaa,4.1,100,45,Patna,"North Indian, Biryani",+91 862-915-2875,"Takeaway Available, WiFi, Parking, Outdoor Seating"
Desi Dhaba - No Onion No Garlic,4,100,54,Kolkata,North Indian,+91 899-727-8196,"AC, WiFi, Live Music, Parking"
Desi Dhaba By Express Kitchen,4.1,150,43,Jaipur,North Indian,+91 907-522-8549,"Home Delivery, Outdoor Seating, Live Music, WiFi"
Desi Eat Verse,3.4,50,18,Nashik,"Fast Food, Street Food",+91 832-682-7942,"Outdoor Seating, Parking, WiFi, Home Delivery"
Desi Eatery 149,4,200,23,Goa,North Indian,+91 748-819-1339,"Takeaway Available, Outdoor Seating, Home Delivery"
Desi Express,4.5,350,30,Ajmer,"South Indian, North Indian, Fast Food, Street Food",+91 851-133-7738,"Home Delivery, Takeaway Available, Live Music"
Desi Firangee,3.2,100,30,Rajkot,North Indian,+91 865-336-2689,"Parking, Live Music"
Desi Firangi,3.7,150,30,Jamshedpur,"North Indian, Biryani",+91 932-889-5594,"Home Delivery, Outdoor Seating"
Desi Food Adda,3.6,100,30,Dehradun,Fast Food,+91 833-648-3554,"AC, Parking, Home Delivery, WiFi"
Desi Foodie,4,250,55,Kolkata,North Indian,+91 875-677-6116,"Home Delivery, WiFi, AC, Parking"
Desi Ghee Express,4,150,34,NCR,"South Indian, North Indian, Street Food",+91 763-364-8160,"Parking, Home Delivery, AC, Takeaway Available"
Desi Grill,3.7,150,27,Nagpur,"North Indian, Biryani",+91 819-599-6418,"Outdoor Seating, Live Music, Takeaway Available, Home Delivery"
Desi Handi,3.4,150,31,Pune,"North Indian, Biryani",+91 753-628-8784,"WiFi, Home Delivery, Outdoor Seating"
Desi Handi Wala,4.3,50,39,Meerut,North Indian,+91 964-786-8501,"Parking, Takeaway Available, WiFi, AC"
Desi Hub,4,300,20,Jalandhar,North Indian,+91 763-827-2841,"AC, WiFi"
Desi Kitchen,3.6,150,20,Lucknow,"South Indian, North Indian",+91 897-892-2254,"Outdoor Seating, Live Music, Home Delivery, Parking"
Desi Kitchen,3.9,200,51,Guwahati,"North Indian, Fast Food",+91 832-918-7304,"Parking, Outdoor Seating"
Desi Kitchen,4,350,29,Chandigarh,"South Indian, Street Food",+91 766-835-2394,"Outdoor Seating, Takeaway Available, Live Music, WiFi"
Desi Kitchen,4.1,550,37,Allahabad,"North Indian, Street Food",+91 993-471-5997,"Takeaway Available, Parking"
Desi Kitchen Biryani & Kababs,3.7,150,29,Warangal,Biryani,+91 862-288-6067,"Live Music, WiFi, Home Delivery, Parking"
Desi Kitchen Family Restaurant,4,50,32,Dhanbad,"North Indian, Street Food, Biryani",+91 877-969-4231,"Takeaway Available, Live Music, Outdoor Seating, AC"
Desi Kitchen Tiffins,4,50,38,Warangal,South Indian,+91 732-386-4643,"AC, WiFi, Home Delivery"
Desi Lane,3.9,400,56,Kolkata,"North Indian, Biryani",+91 813-386-9519,"AC, Home Delivery, WiFi"
Desi Licious,4.3,100,45,Patna,"North Indian, Biryani",+91 700-811-9784,"Home Delivery, WiFi, Parking, Live Music"
